Title,Magazine[Language],Magazine[Origin],Magazine[Start date],Magazine[End date],Magazine[Systems],Magazine[Issues],Magazine[Source]
Mega Mag,English,,01.01.1995,01.01.1996,Commodore 64,"Mega Mag #1 [polish], Mega Mag #2 (1996)(Dark Zone), Mega Mag #2 [polish]",
Mega magazine,English,,,,Commodore 64,Mega magazine #1 (19xx)(Venturi),
Mega Magazine Issue,,,18.09.1991,01.01.2005,ATARI 8 BIT,"Mega Magazine Issue #1, Mega Magazine Issue #2, Mega Magazine Issue #3, Mega Magazine Issue #4, Mega Magazine Issue #5, Mega Magazine Issue #6, Mega Magazine Issue #7, Mega Magazine Issue #8",
Mega Man X3 Review,,,05.04.1997,05.04.1997,MS-DOS,Mega Man X3 Review,
Mega Top 20 Preview,,,01.09.1993,01.09.1993,AMIGA OCS/ECS,Mega Top 20 Preview,
Mega-Madness One,,,01.01.1990,01.01.1990,Commodore 64,Mega-Madness One,
Megahertz,English,,01.01.1992,01.06.1992,Commodore 64,"Megahertz #0, Megahertz #1",
Megazin,,,01.01.1993,20.12.1993,AMIGA OCS/ECS,"Megazin 1, Megazin 2, Megazin 3",
Megazine,English,,01.01.1990,01.01.1990,Commodore 64,"Megazine #1, Megazine #2",
Megazine 1 Preview,,,23.01.1993,23.01.1993,AMIGA OCS/ECS,Megazine 1 Preview,
Megazine February,English,,01.01.1990,20.02.1990,Commodore 64,Megazine February,
Mein Kampf,,,20.02.1990,20.02.1990,MS-DOS,Mein Kampf #1 (NSFW),
Mein Kampf,,,,,Commodore 64,Mein Kampf #1,
Melancholy,Russian,Russia,11.10.2000,11.10.2000,ZX Spectrum,Melancholy #01,
Members Message Box,,,06.01.1991,06.01.1991,AMIGA OCS/ECS,"Members Message Box 5, Members Message Box 6",
Members Message Box 5 (New Version),,,06.01.1991,06.01.1991,AMIGA OCS/ECS,Members Message Box 5 (New Version),
Memberscroll XVIII (18),,,06.01.1991,06.01.1991,AMIGA OCS/ECS,Memberscroll XVIII (18),
Memories Of The Past,,,01.12.1995,31.12.1995,"ATARI ST/E, ATARI FALCON, Atari ST",Memories Of The Past,
Mendip,English,,01.01.1993,31.12.1995,Commodore 64,"Mendip #1, Mendip #2, Mendip #3, Mendip #4, Mendip #5, Mendip #6, Mendip #8, Mendip 7",
Menel,English,,01.01.2003,01.01.2021,Commodore 64,"Menel #1, Menel #14, Menel #2, Menel #3, Menel #5, Menel #7",
Menstruation,English,,01.01.1999,29.01.1999,Commodore 64,"Menstruation #1 [hungarian], Menstruation #2 (1991)(Singular), Menstruation #2 [hungarian], Menstruation 1",
Mental Slavery,,,,,AMIGA OCS/ECS,Mental Slavery,
Merlyn's Scrolls & Artefacts,,,01.01.1993,01.01.1993,AMIGA OCS/ECS,Merlyn's Scrolls & Artefacts,
Message Box,,,01.05.1991,01.01.1993,AMIGA OCS/ECS,"Message Box, Message Box 1, Message Box 2, Message Box 3, Message Box 4, Message Box 5",
Message Box Volume One,,,,,AMIGA OCS/ECS,Message Box Volume One,
Message Center,,,01.07.1991,10.02.1994,AMIGA OCS/ECS,"Message Center 2, Message Center 3, Message Center 4, Message Center 5, Message Center 6, Message Center 7, Message Center 8, Message Center 9, Message Center 9.5",
Message Center 1 (07/91),,,23.10.1992,23.10.1992,AMIGA OCS/ECS,Message Center 1 (07/91),
Message-Box,,,23.10.1992,23.10.1992,AMIGA OCS/ECS,Message-Box,
Messagebox Nr 1 1/2,,,10.02.1994,10.02.1994,AMIGA OCS/ECS,Messagebox Nr 1 1/2,
Messagebox Nr 1 2/2,,,10.02.1994,10.02.1994,AMIGA OCS/ECS,Messagebox Nr 1 2/2,
Metal Force,,,01.01.1994,01.06.1995,Commodore 64,"Metal Force #1, Metal Force #2, Metal Force #3",
Metal Mania,English,,,,Commodore 64,Metal Mania #1,
Metamorphosis,English,,01.01.1991,01.05.1995,Commodore 64,"Metamorphosis #1, Metamorphosis #2, Metamorphosis #3, Metamorphosis #4, Metamorphosis #5, Metamorphosis #6, Metamorphosis #7, Metamorphosis #8, Metamorphosis #9",
Meteor,English,,01.01.1993,01.01.1996,Commodore 64,"Meteor #00, Meteor #00 [hungarian], Meteor #01, Meteor #01 [hungarian], Meteor #02, Meteor #02 [hungarian], Meteor #03, Meteor #03 [hungarian], Meteor #04, Meteor #04 [hungarian], Meteor #05, Meteor #05 [hungarian], Meteor #06 [hungarian], Meteor #07 (1995)(Replay), Meteor #07 [hungarian], Meteor #08 (1995)(Replay), Meteor #08 [hungarian], Meteor #09 [hungarian], Meteor #10 (1996)(Replay), Meteor #10 [hungarian], Meteor #11 [hungarian]",
Micro,Russian,Ukraine,31.03.1998,24.02.2000,ZX Spectrum,"Micro #01, Micro #02, Micro #03, Micro #04, Micro #05, Micro #06, Micro #07, Micro #08, Micro #09, Micro #10, Micro #11, Micro #12, Micro #13, Micro #14, Micro #15, Micro #16, Micro #17, Micro #18, Micro #19, Micro #20, Micro #21, Micro #22, Micro #23, Micro #24, Micro #25, Micro #26, Micro #27",
MICRO MAG & PRESS FIRE,,,01.03.1992,01.03.1992,AMSTRAD CPC,"MICRO MAG & PRESS FIRE 5, MICRO MAG & PRESS FIRE 6, MICRO MAG & PRESS FIRE 7",
Micro on the Apple,English,,01.01.1981,01.01.1981,APPLE II,"Micro on the Apple Volume 1 (1981)(Micro Ink)[no boot], Micro on the Apple Volume 1 (1981)(Micro Ink)[no boot].do, Micro on the Apple Volume 2 (1981)(Micro Ink), Micro on the Apple Volume 2 (1981)(Micro Ink).do",Internet Archive
Microprose,,,01.01.1992,05.06.1994,AMIGA OCS/ECS,Microprose,
Midnite Mess,,,01.10.1992,27.03.1993,AMIGA OCS/ECS,"Midnite Mess 1, Midnite Mess 2, Midnite Mess 3",
Miggybyte,English,,27.03.1993,25.08.1997,AMIGA OCS/ECS,"Miggybyte #11, Miggybyte #9, Miggybyte 1, Miggybyte 10, Miggybyte 12, Miggybyte 4, Miggybyte 5, Miggybyte 6, Miggybyte 7, Miggybyte 8",
Millenium,English,,01.01.2001,01.02.2001,Commodore 64,Millenium #1,
Millenium,Russian,Ukraine,30.09.2001,30.09.2001,ZX Spectrum,Millenium #01,
Mimeograph,,,01.01.1998,01.04.2000,MS-DOS,"Mimeograph 1, Mimeograph 2, Mimeograph 3, Mimeograph 4, Mimeograph 5, Mimeograph 6",
Mindrape,,,18.09.1993,18.09.1993,MS-DOS,Mindrape 2,
Mindset magazine,,,06.01.2001,06.01.2001,MS-DOS,Mindset magazine #1,
Mine magazine,,,02.07.2000,02.07.2000,MS-DOS,Mine magazine,
Mini Mag,English,,01.01.2014,01.01.2014,Commodore 64,"Mini Mag #05 (2013 03 27)(Crank)(Side A), Mini Mag #06 (2013 07 16)(Crank)(Side A), Mini Mag #07 (2013 10 17)(Crank)(Side A), Mini Mag #08 (2014 02 02)(Crank)(Side A), Mini Mag #09 (2014 06)(Crank)(Side A), Mini Mag #09 [german]",
Mini Magazine,,,01.01.1990,01.01.1990,Commodore 64,Mini Magazine,
Mini-Mag,English,,01.01.2012,01.01.2014,Commodore 64,"Mini Mag #05 (2013 03 27)(Crank)(Side A), Mini Mag #06 (2013 07 16)(Crank)(Side A), Mini Mag #07 (2013 10 17)(Crank)(Side A), Mini Mag #08 (2014 02 02)(Crank)(Side A), Mini Mag #09 (2014 06)(Crank)(Side A), Mini-Mag #01 [german], Mini-Mag #02 [german], Mini-Mag #03 [german], Mini-Mag #04 [german], Mini-Mag #05 [german], Mini-Mag #06 [german], Mini-Mag #07 [german], Mini-Mag #08 [german], Mini-Mag #10 [german]",
MIP Report,,,01.01.1997,01.01.1998,AMIGA OCS/ECS,"MIP Report 1, MIP Report 2, MIP Report 4",
MIP Report 3 - photo edition,,,01.01.1998,01.01.1998,AMIGA OCS/ECS,MIP Report 3 - photo edition,
MIracle,English,,01.01.1992,01.01.1998,"Commodore 64, AIGA AGA","Miracle #1, MIracle #2, Miracle #3, Miracle #4, Miracle #5, Miracle #6, Miracle #7, Miracle #8, Miracle #9",
Miracle,Russian,Russia,27.04.1997,16.07.1999,ZX Spectrum,"Miracle #01, Miracle #02, Miracle #03",
Mirage,Russian,Russia,09.12.1997,09.12.1997,ZX Spectrum,"Mirage #00, Mirage #01",
Mirage,English,,01.01.1990,01.10.1992,Commodore 64,"Mirage #001, Mirage #002, Mirage #003, Mirage #004, Mirage #005, Mirage #006, Mirage #007, Mirage #008, Mirage #009, Mirage #010, Mirage #011",
Mirage Preview,,,01.01.1992,01.01.1992,Commodore 64,Mirage Preview,
Mirikom,Russian,Russia,30.06.1994,31.07.1994,ZX Spectrum,"Mirikom #01, Mirikom #02",
Mis,English,,01.01.1994,01.01.1994,Commodore 64,"Mis #001, Mis #002",
Misfit,,,01.01.1991,01.01.1992,Commodore 64,"Misfit #01, Misfit #02",
Mish Mash,English,,01.01.1994,01.01.1996,Commodore 64,"Mish Mash #1, Mish Mash #2, Mish Mash #3",
ML Class,English,,01.01.1990,01.01.1990,Commodore 64,ML Class,
Modern,Russian,Russia,,,ZX Spectrum,,
Mojo,English,,,,Commodore 64,"Mojo 93 02 (1993)( ), Mojo 93 04 (1993)( )",
Mojo Best of,English,,,,Commodore 64,Mojo Best of 92 (1992)( ),
Mojo Fall,English,,,,Commodore 64,Mojo Fall 93 (1993)( ),
Mojo-Mag,,,01.01.1993,01.01.1993,Commodore 64,"Mojo-Mag #10, Mojo-Mag #9",
Mojo-Mag Feb 93,,,01.01.1993,01.01.1993,Commodore 64,Mojo-Mag Feb 93,
Mojo-Mag Special,,,01.01.1992,01.01.1992,Commodore 64,Mojo-Mag Special #1,
Money Talks,,,,,Commodore 64,Money Talks,
Monthly News,English,,01.01.1990,01.07.1991,Commodore 64,"Monthly News #0 (1990)(Gloom), Monthly News #001, Monthly News #002, Monthly News #003, Monthly News #004, Monthly News #005, Monthly News #006, Monthly News #007, Monthly News #008",
Monthly News Preview,,,,,Commodore 64,Monthly News Preview,
moon monkey,,,01.05.1999,01.05.1999,AMIGA AGA,moon monkey #1,
Moon Monkey,,,15.03.1993,15.03.1993,AMIGA OCS/ECS,Moon Monkey 1,
Moonlight,English,,01.01.1992,15.08.1994,Commodore 64,"Moonlight #01 [hungarian], Moonlight #02 [hungarian], Moonlight #04 [hungarian], Moonlight #1, Moonlight #2, Moonlight #3, Moonlight #4, Moonlight #5, Moonlight #6, Moonlight #7, Moonlight #8",
Mortal Kombat 2 Review,,,11.02.1995,11.02.1995,MS-DOS,Mortal Kombat 2 Review,
Mortal Kombat Pre-Release Review,,,12.05.1993,12.05.1993,MS-DOS,Mortal Kombat Pre-Release Review,
Moto Racer Review,,,03.05.1997,03.05.1997,MS-DOS,Moto Racer Review,
Mountain Beer Party,,,20.09.1992,20.09.1992,AMIGA OCS/ECS,Mountain Beer Party 1992,
Mountain Congress 1993 Raport,,,25.07.1993,25.07.1993,AMIGA OCS/ECS,Mountain Congress 1993 Raport,
Mouse,English,,,,Commodore 64,"Mouse #1 (1994 01 01)(Caution), Mouse #3 (1995)(Caution)",
Mouse Magazine,,,01.11.1993,01.01.1995,Commodore 64,"Mouse Magazine #2, Mouse Magazine #3, Mouse Magazine #4, Mouse Magazine 1",
Move,Russian,Belarus,09.01.1997,04.09.1997,ZX Spectrum,"Move #01, Move #02, Move #03, Move #04, Move #05, Move #06, Move #07, Move #08, Move #09, Move #10",
Movie,English,,,,Commodore 64,Movie 32 (1992)(Dark Mights)(Side A),
Mozkit,English,,01.01.1994,01.01.1999,Commodore 64,"Mozkit #1, Mozkit (1999)( )",
MPI Magazine,,,13.03.1992,13.03.1992,MS-DOS,MPI Magazine #3,
MSD,Russian,Russia,08.05.1999,08.06.2000,ZX Spectrum,"MSD #01, MSD #02, MSD #03, MSD #04, MSD #05, MSD #06, MSD #07, MSD #08, MSD #09, MSD #10, MSD #11, MSD #12, MSD #2.5, MSD #5.5",
MSF,Russian,Russia,10.11.2000,21.12.2001,ZX Spectrum,"MSF #19, MSF #20, MSF #21, MSF #22, MSF #23, MSF #24, MSF #25, MSF #26, MSF #27, MSF #28, MSF #29",
Mu Mu Mate,,,,,AMIGA OCS/ECS,Mu Mu Mate,
Mu Mu Mate Preview,,,13.03.1992,13.03.1992,AMIGA OCS/ECS,Mu Mu Mate Preview,
Much STOS Gigazine,,,13.03.1992,13.03.1992,"ATARI ST/E, Atari ST","Much STOS Gigazine 1, Much STOS Gigazine 2",
Muchomor,,,,,ZX Spectrum,Muchomor #01,
Mudia Art,,,13.03.1992,13.03.1992,WINDOWS,"Mudia Art 1, Mudia Art 3",
Munsie Now Disk-A-Zine – Volume 1 Issue,,,19.05.1995,19.05.1995,ATARI ST/E,Munsie Now Disk-A-Zine – Volume 1 Issue 1,
Murder Death Kill (MDK) Review,,,26.03.1997,26.03.1997,MS-DOS,Murder Death Kill (MDK) Review,
Murzilka,Russian,Russia,,,ZX Spectrum,"Murzilka #03, Murzilka #07, Murzilka #08, Murzilka #09",
Mustang,Russian,Russia,27.01.2004,02.03.2004,ZX Spectrum,"Mustang #01, Mustang #02",
Mute,,,01.08.1994,26.03.1997,AMIGA AGA,Mute 1,
Mutilated,English,,01.01.1993,01.01.1993,Commodore 64,Mutilated #1,
My Speccy,Russian,Russia,02.02.2004,02.02.2004,ZX Spectrum,My Speccy #01,
Mystic Review,English,,01.01.1991,01.01.1991,Commodore 64,Mystic Review #1,
NAAG Zine,,,01.06.2002,01.06.2002,WINDOWS,NAAG Zine #1,
Napalm Death Issue,,,26.03.1997,26.03.1997,MS-DOS,"Napalm Death Issue #1, Napalm Death Issue #2",
Narcotic,English,,01.01.1993,01.01.1994,Commodore 64,"Narcotic #1, Narcotic #2, Narcotic #3",
Narsil,,,01.01.1993,01.01.2002,Atari ST,"Narsil issue #01, Narsil issue #02, Narsil issue #03, Narsil issue #04, Narsil issue #05, Narsil issue #06, Narsil issue #07, Narsil issue #11, Narsil issue #12, Narsil issue #13, Narsil issue #14, Narsil issue #15, Narsil issue #16, Narsil issue #17, Narsil issue #18, Narsil issue #19, Narsil issue #20, Narsil issue #21, Narsil issue #22, Narsil issue #23, Narsil issue #24, Narsil issue #25, Narsil issue #26, Narsil issue #27, Narsil issue #28, Narsil issue #29, Narsil issue #30, Narsil issue #31, Narsil issue #32, Narsil issue #33, Narsil issue #34, Narsil issue #35, Narsil issue #36, Narsil issue #37, Narsil issue #38, Narsil issue #39, Narsil issue #40, Narsil issue #41, Narsil issue #42, Narsil issue #43, Narsil issue #44, Narsil issue #45, Narsil issue #46, Narsil issue #47, Narsil issue #48, Narsil issue #49, Narsil issue #50",
Narsil No.,,,01.01.1993,10.06.2002,ATARI ST/E,"Narsil No. 01, Narsil No. 02, Narsil No. 03, Narsil No. 04, Narsil No. 05, Narsil No. 06, Narsil No. 07, Narsil No. 08, Narsil No. 09, Narsil No. 10, Narsil No. 11, Narsil No. 12, Narsil No. 13, Narsil No. 14, Narsil No. 15, Narsil No. 16, Narsil No. 17, Narsil No. 18, Narsil No. 19, Narsil No. 20, Narsil No. 21, Narsil No. 22, Narsil No. 23, Narsil No. 24, Narsil No. 25, Narsil No. 26, Narsil No. 27, Narsil No. 28, Narsil No. 30, Narsil No. 31, Narsil No. 32, Narsil No. 33, Narsil No. 34, Narsil No. 35, Narsil No. 36, Narsil No. 37, Narsil No. 38, Narsil No. 39, Narsil No. 40, Narsil No. 41, Narsil No. 42, Narsil No. 43, Narsil No. 44, Narsil No. 45, Narsil No. 46, Narsil No. 47, Narsil No. 48, Narsil No. 49, Narsil No. 50",
Narsil No. 29 A,,,01.01.1998,01.01.1998,ATARI ST/E,Narsil No. 29 A,
Narsil No. 29 B,,,01.01.1998,01.01.1998,ATARI ST/E,Narsil No. 29 B,
Narsil Special - Zimní Dobrodružství,,,01.01.1997,01.01.1997,"ATARI ST/E, Atari ST",Narsil Special - Zimní Dobrodružství,
NASA-Mag,,,10.04.1991,10.04.1991,ATARI ST/E,NASA-Mag #1,
Nascar Racing Review,,,16.11.1994,16.11.1994,MS-DOS,Nascar Racing Review,
Nasz Dzemik,,,01.01.1998,01.01.1998,ATARI ST/E,"Nasz Dzemik #1, Nasz Dzemik #2",
National Cadaver,English,,,,Commodore 64,"National Cadaver #01 (1994)(Carcass), National Cadaver #02 (1994 03 01)(Carcass)",
Natural,Russian,Russia,01.04.1998,01.04.1998,ZX Spectrum,Natural #01,
Necronomicon,,,01.01.1995,08.03.1998,AMIGA OCS/ECS,"Necronomicon 1, Necronomicon 2, Necronomicon 3, Necronomicon 4, Necronomicon 5, Necronomicon 6, Necronomicon 7, Necronomicon 8",
Necropsy,English,,01.01.1997,01.03.1998,Commodore 64,"Necropsy #1, Necropsy #2",
Need For Speed 2 Final Review,,,16.04.1997,16.04.1997,MS-DOS,Need For Speed 2 Final Review,
Need For Speed 2 Review,,,04.04.1997,04.04.1997,MS-DOS,Need For Speed 2 Review,
Neformal,Russian,Belarus,,,ZX Spectrum,Neformal #01,
NemoFAQ,Russian,Russia,,,ZX Spectrum,,
Neologia,,,01.01.1997,01.01.1997,MS-DOS,"Neologia 1, Neologia 2, Neologia 3, Neologia 4, Neologia 5, Neologia 6, Neologia 7, Neologia 8",
Neopleons Review,,,07.08.1993,07.08.1993,MS-DOS,Neopleons Review,
Net-Text,,,08.03.1992,08.03.1992,AMIGA OCS/ECS,Net-Text 1,
NetText,,,,,AMIGA OCS/ECS,NetText #1,
Netus News,Russian,Russia,30.11.1998,28.03.1999,ZX Spectrum,"Netus News #01, Netus News #05, Netus News #07, Netus News #09, Netus News #10, Netus News #11",
Network,English,,01.11.1991,01.01.1993,Commodore 64,"Network #1, Network #2, Network #3, Network #4, Network #5, Network #6",
Neurosis Issue,,,08.03.1992,08.03.1992,MS-DOS,Neurosis Issue #1,
Neurowaver,,,08.03.1992,08.03.1992,AMIGA OCS/ECS,Neurowaver 05,
Never Mind,Russian,Russia,12.03.2003,09.04.2008,ZX Spectrum,"Never Mind #01, Never Mind #02, Never Mind #1.5",
Never mind,,,,,AMIGA OCS/ECS,Never mind #43,
never mind,,,01.08.1994,01.08.1994,AMIGA OCS/ECS,"never mind #59, never mind #66",
Nevermind,,,08.03.1992,01.04.1994,AMIGA OCS/ECS,Nevermind 34,
Nevermind 40 Mag,,,08.03.1992,08.03.1992,AMIGA OCS/ECS,Nevermind 40 Mag,
Nevermind 41 Mag,,,08.03.1992,08.03.1992,AMIGA OCS/ECS,Nevermind 41 Mag,
Nevermind 43 Mag,,,08.03.1992,08.03.1992,AMIGA OCS/ECS,Nevermind 43 Mag,
Nevermind 58 Mag,,,08.03.1992,08.03.1992,AMIGA OCS/ECS,Nevermind 58 Mag,
Nevermind 59 Magparty,,,01.05.1994,01.05.1994,AMIGA OCS/ECS,Nevermind 59 Magparty,
Nevermind 62 - Mag,,,01.05.1994,01.05.1994,AMIGA OCS/ECS,Nevermind 62 - Mag,
Nevermind 66 Mag,,,12.02.1995,12.02.1995,AMIGA OCS/ECS,Nevermind 66 Mag,
Nevermind 69 Mag,,,12.02.1995,12.02.1995,AMIGA OCS/ECS,Nevermind 69 Mag,
Nevermind 71 Mag,,,12.02.1995,12.02.1995,AMIGA OCS/ECS,Nevermind 71 Mag,
Nevermind Mag Preview,,,01.08.1993,01.08.1993,AMIGA OCS/ECS,Nevermind Mag Preview,
New Age Demo Database,,,01.08.1993,01.08.1993,MS-DOS,New Age Demo Database,
New World Order,,,01.05.1993,01.01.1996,"MS-Dos/gus, MS-DOS","New World Order #1, New World Order #2, New World Order #3, New World Order #4, New World Order #5, New World Order #6, New World Order #7, New World Order #8",
New World Order issue,,,24.05.1993,29.01.1994,MS-DOS,"New World Order issue #1, New World Order issue #2, New World Order issue #3, New World Order issue #4, New World Order issue #5, New World Order issue #6, New World Order issue #7, New World Order issue #8",
News,English,,,,Commodore 64,"News #001, News #001 Preview",
News 'n' Charts,English,,,,Commodore 64,"News 'n' Charts #1 (1989 09 02)(Opal), News 'n' Charts #2 (1989 10 07)(Opal), News 'n' Charts #3 (1989 10)(Opal), News 'n' Charts #4 (19xx)(Opal), News 'n' Charts #5 (1990 02)(Opal)",
News 'n' Charts Collection,English,,,,Commodore 64,News 'n' Charts Collection (1989)(Opal),
News Bulletin,English,,01.01.1990,01.01.1990,Commodore 64,News Bulletin #01,
News File,,,29.01.1994,29.01.1994,AMIGA OCS/ECS,News File 1,
News Flash,,,01.01.1988,01.01.1988,Commodore 64,News Flash,
News Magazine,,,01.12.1995,04.12.1995,MS-DOS,News Magazine,
News of the Underground,,,01.01.1990,18.04.1990,Commodore 64,"News of the Underground #4, News of the Underground #5",
News on Disc Preview 2,,,01.01.1989,01.01.1989,Commodore 64,News on Disc Preview 2,
News On Disk,English,,01.01.1989,01.09.1989,Commodore 64,"News On Disc #01 (1989)(Acid Calyx), News On Disc #02 (1989)(Acid Calyx), News On Disc #03 (1989)(Acid), News On Disc #05 (1989)(Acid), News on Disk #2, News on Disk #3, News on Disk #4, News on Disk #5, News On Disk 1",
News On Tour,,,20.01.1990,19.05.1990,AMIGA OCS/ECS,"News On Tour 5, News On Tour 7",
News On Tour 1 07 -,,,10.08.1989,10.08.1989,AMIGA OCS/ECS,News On Tour 1 07 - 89,
News On Tour 2 08 -,,,10.08.1989,10.08.1989,AMIGA OCS/ECS,News On Tour 2 08 - 89,
News On Tour 3 10 -,,,10.08.1989,10.08.1989,AMIGA OCS/ECS,News On Tour 3 10 - 89,
News On Tour 6 02 -,,,17.03.1990,17.03.1990,AMIGA OCS/ECS,News On Tour 6 02 - 90,
News Press,English,,01.01.1992,24.07.1999,Commodore 64,"News Press #1, News Press #10, News Press #11, News Press #12, News Press #13, News Press #14, News Press #15, News Press #16, News Press #17, News Press #18, News Press #19, News Press #2, News Press #20, News Press #3, News Press #4, News Press #5, News Press #6, News Press #7, News Press #8, News Press #9",
News Press 16 - The Final Issue,,,22.02.1995,22.02.1995,Commodore 64,News Press 16 - The Final Issue,
News Week,,,01.02.1994,04.08.1995,AMIGA OCS/ECS,"News Week 0, News Week 1, News Week 2, News Week 3, News Week 4, News Week 5, News Week 6, News Week 7",
Newsdisk,,,01.01.1989,01.01.1990,AMIGA OCS/ECS,"Newsdisk 1, Newsdisk 2",
Newsdisk Issue 1 v1.1,,,01.01.1990,01.01.1990,ATARI ST/E,Newsdisk Issue 1 v1.1,
Newsdisk Issue 1 v1.41,,,01.01.1990,01.01.1990,ATARI ST/E,Newsdisk Issue 1 v1.41,
Newsflash,,,01.01.1989,24.07.1993,AMIGA OCS/ECS,"Newsflash 1, Newsflash 10, Newsflash 11, Newsflash 12, Newsflash 13, Newsflash 14, Newsflash 15, Newsflash 16, Newsflash 17, Newsflash 18, Newsflash 19, Newsflash 2, Newsflash 20, Newsflash 21, Newsflash 22, Newsflash 23, Newsflash 24, Newsflash 25, Newsflash 26, Newsflash 27, Newsflash 28, Newsflash 29, Newsflash 3, Newsflash 30, Newsflash 31, Newsflash 4, Newsflash 5, Newsflash 6, Newsflash 7, Newsflash 8, Newsflash 9",
NewsFlash,,,01.01.1991,01.01.1991,AMIGA AGA,NewsFlash,
Newsflash,,,01.01.1991,01.01.1991,Commodore 64,"Newsflash #1, Newsflash #2",
Newsgrooves,,,01.01.1991,01.01.1991,Commodore 64,Newsgrooves,
Newshawk,English,,01.01.1991,01.01.1992,Commodore 64,"Newshawk #00, Newshawk #01, Newshawk #02",
Newsletter 8,,,,,Commodore 64,Newsletter 8,
Newsletter 9,,,,,Commodore 64,Newsletter 9,
Newsline,,,01.01.1992,01.01.1992,Commodore 64,Newsline #00 Preview,
Newspaper,English,,01.01.1997,01.12.2003,Commodore 64,"Newspaper #1, Newspaper #2, Newspaper #3, Newspaper #4, Newspaper #5, Newspaper #5 + (1998)(Smiejaca Sie Twarz EXclusive ON), Newspaper #5+, Newspaper #6, Newspaper #7, Newspaper #8, Newspaper #9",
Newstyle,English,,01.01.1990,01.05.1991,Commodore 64,"Newstyle #01, Newstyle #02, Newstyle #03, Newstyle #04, Newstyle #05, Newstyle #06, Newstyle #07, Newstyle #08, Newstyle #09",
Newsweek,English,,01.01.1988,15.01.1989,Commodore 64,"Newsweek #01 02 (19xx)(Horizon), Newsweek #04 (1989)(Horizon), Newsweek #05 (19xx)(Horizon), Newsweek #06 (19xx)(Horizon), Newsweek #07 (1989)(Horizon), Newsweek #08 10 (1989)(Horizon), Newsweek #1&2, Newsweek #11 14 (1989 04)(Horizon), Newsweek #15 16 (19xx)(Horizon), Newsweek #17 18 (19xx)(Horizon), Newsweek #24, Newsweek #24+33 (19xx)(Horizon), Newsweek #27, Newsweek #33, Newsweek #49, Newsweek #50, Newsweek #51, Newsweek #52, Newsweek 3",
Newsweek 11-14,,,01.01.1989,01.01.1989,Commodore 64,Newsweek 11-14,
Newsweek 15-16,,,01.01.1989,01.01.1989,Commodore 64,Newsweek 15-16,
Newsweek 17-18,,,01.01.1989,01.01.1989,Commodore 64,Newsweek 17-18,
Newsweek 3,,,01.01.1989,01.01.1989,Commodore 64,Newsweek 3,
Newsweek 4,,,01.01.1989,01.01.1989,Commodore 64,Newsweek 4,
Newsweek 5,,,01.01.1989,01.01.1989,Commodore 64,Newsweek 5,
Newsweek 6,,,01.01.1989,01.01.1989,Commodore 64,Newsweek 6,
Newsweek 7,,,01.01.1989,01.01.1989,Commodore 64,Newsweek 7,
Newsweek 8-10,,,01.01.1989,01.01.1989,Commodore 64,Newsweek 8-10,
Next,Russian,Belarus,07.07.1997,07.02.1998,ZX Spectrum,"Next #00, Next #01, Next #02, Next #03, Next #04, Next #05, Next #06, Next #07, Next #08, Next #09, Next #10, Next #11, Next #12, Next #13, Next #14, Next #15, Next #16, Next #17, Next #18",
Next Life,,,19.05.1991,15.05.1992,AMIGA OCS/ECS,"Next Life 1, Next Life 2, Next Life 3, Next Life 5, Next Life 6, Next Life 7",
NHL Hockey Review,,,25.09.1993,25.09.1993,MS-DOS,NHL Hockey Review,
