issue,title,platform,group,release,release_converted,link,download_links,external_download_links
"DT 35, Digital Talk #35 [german]",Digital Talk,Commodore 64,Digital Talk,12 February 1999,12.02.1999,https://csdb.dk//release/?id=5803,http://csdb.dk/getinternalfile.php/907/digitaltalk35.zip,http://ftp.pokefinder.org/index.php?s=Digital%20Talk%2035%20german&sourceid=csdb
"DT 36, Digital Talk #36 [german]",Digital Talk,Commodore 64,Digital Talk,5 April 1999,05.04.1999,https://csdb.dk//release/?id=5097,http://csdb.dk/getinternalfile.php/78109/dt36.zip,http://ftp.pokefinder.org/index.php?s=Digital%20Talk%2036%20german&sourceid=csdb
"DT 37, Digital Talk #37 [german]",Digital Talk,Commodore 64,Digital Talk,18 June 1999,18.06.1999,https://csdb.dk//release/?id=11375,http://csdb.dk/getinternalfile.php/878/digitaltalk37.zip,http://ftp.pokefinder.org/index.php?s=Digital%20Talk%2037%20german&sourceid=csdb
"DT 38, Digital Talk #38 [german]",Digital Talk,Commodore 64,Digital Talk,15 August 1999,15.08.1999,https://csdb.dk//release/?id=11376,http://csdb.dk/getinternalfile.php/879/digitaltalk38.zip,http://ftp.pokefinder.org/index.php?s=Digital%20Talk%2038%20german&sourceid=csdb
"DT 39, Digital Talk #39 [german]",Digital Talk,Commodore 64,Digital Talk,11 October 1999,11.10.1999,https://csdb.dk//release/?id=11377,http://csdb.dk/getinternalfile.php/880/digitaltalk39.zip,http://ftp.pokefinder.org/index.php?s=Digital%20Talk%2039%20german&sourceid=csdb
"DT 40, Digital Talk #40 [german]",Digital Talk,Commodore 64,Digital Talk,15 December 1999,15.12.1999,https://csdb.dk//release/?id=11378,http://csdb.dk/getinternalfile.php/881/digitaltalk40.zip,http://ftp.pokefinder.org/index.php?s=Digital%20Talk%2040%20german&sourceid=csdb
"DT 41, Digital Talk #41 [german]",Digital Talk,Commodore 64,Digital Talk,14 February 2000,14.02.2000,https://csdb.dk//release/?id=11379,http://csdb.dk/getinternalfile.php/882/digitaltalk41.zip,http://ftp.pokefinder.org/index.php?s=Digital%20Talk%2041%20german&sourceid=csdb
"DT 42, Digital Talk #42 [german]",Digital Talk,Commodore 64,Digital Talk,15 April 2000,15.04.2000,https://csdb.dk//release/?id=11380,http://csdb.dk/getinternalfile.php/883/digitaltalk42.zip,http://ftp.pokefinder.org/index.php?s=Digital%20Talk%2042%20german&sourceid=csdb
"DT 43, Digital Talk #43 [german]",Digital Talk,Commodore 64,Digital Talk,12 June 2000,12.06.2000,https://csdb.dk//release/?id=11381,http://csdb.dk/getinternalfile.php/884/digitaltalk43.zip,http://ftp.pokefinder.org/index.php?s=Digital%20Talk%2043%20german&sourceid=csdb
"DT 44, Digital Talk #44 [german]",Digital Talk,Commodore 64,Digital Talk,15 August 2000,15.08.2000,https://csdb.dk//release/?id=9281,http://csdb.dk/getinternalfile.php/855/digitaltalk44.zip,http://ftp.pokefinder.org/index.php?s=Digital%20Talk%2044%20german&sourceid=csdb
"DT 45, Digital Talk #45 [german]",Digital Talk,Commodore 64,Digital Talk,15 October 2000,15.10.2000,https://csdb.dk//release/?id=9282,http://csdb.dk/getinternalfile.php/856/digitaltalk45.zip,http://ftp.pokefinder.org/index.php?s=Digital%20Talk%2045%20german&sourceid=csdb
"DT 46, Digital Talk #46 [german]",Digital Talk,Commodore 64,Digital Talk,8 December 2000,08.12.2000,https://csdb.dk//release/?id=11400,http://csdb.dk/getinternalfile.php/64267/dt46.zip,http://ftp.pokefinder.org/index.php?s=Digital%20Talk%2046%20german&sourceid=csdb
"DT 47, Digital Talk #47 [german]",Digital Talk,Commodore 64,Digital Talk,12 February 2001,12.02.2001,https://csdb.dk//release/?id=11399,http://csdb.dk/getinternalfile.php/921/DT #47.zip,http://ftp.pokefinder.org/index.php?s=Digital%20Talk%2047%20german&sourceid=csdb
"DT 48, Digital Talk #48 [german]",Digital Talk,Commodore 64,Digital Talk,16 April 2001,16.04.2001,https://csdb.dk//release/?id=11398,http://csdb.dk/getinternalfile.php/920/DT #48.zip,http://ftp.pokefinder.org/index.php?s=Digital%20Talk%2048%20german&sourceid=csdb
"DT 49, Digital Talk #49 [german]",Digital Talk,Commodore 64,Digital Talk,15 June 2001,15.06.2001,https://csdb.dk//release/?id=11397,http://csdb.dk/getinternalfile.php/919/DT #49.zip,http://ftp.pokefinder.org/index.php?s=Digital%20Talk%2049%20german&sourceid=csdb
"DT 50, Digital Talk #50 (Golden DT) [german]",Digital Talk,Commodore 64,Digital Talk,13 August 2001,13.08.2001,https://csdb.dk//release/?id=11373,http://csdb.dk/getinternalfile.php/64268/dt50.zip,http://ftp.pokefinder.org/index.php?s=Digital%20Talk%2050%20Golden%20DT%20german&sourceid=csdb
"DT 51, Digital Talk #51 [german]",Digital Talk,Commodore 64,Digital Talk,15 October 2001,15.10.2001,https://csdb.dk//release/?id=5042,"ftp://ftp.padua.org/pub/c64/Magazines/digital_talk/DigitalTalk51.zip, http://csdb.dk/getinternalfile.php/876/DT #51.zip",http://ftp.pokefinder.org/index.php?s=Digital%20Talk%2051%20german&sourceid=csdb
"DT 52, Digital Talk #52 [german]",Digital Talk,Commodore 64,Digital Talk,15 December 2001,15.12.2001,https://csdb.dk//release/?id=11372,http://csdb.dk/getinternalfile.php/875/DT #52.zip,http://ftp.pokefinder.org/index.php?s=Digital%20Talk%2052%20german&sourceid=csdb
"DT 53, Digital Talk #53 [german]",Digital Talk,Commodore 64,Digital Talk,11 February 2002,11.02.2002,https://csdb.dk//release/?id=11371,http://csdb.dk/getinternalfile.php/874/DT #53.zip,http://ftp.pokefinder.org/index.php?s=Digital%20Talk%2053%20german&sourceid=csdb
"DT 54, Digital Talk #54 [german]",Digital Talk,Commodore 64,Digital Talk,1 April 2002,01.04.2002,https://csdb.dk//release/?id=4461,"ftp://ftp.padua.org/pub/c64/Magazines/digital_talk/DigitalTalk54.zip, http://csdb.dk/getinternalfile.php/873/DT #54.zip",http://ftp.pokefinder.org/index.php?s=Digital%20Talk%2054%20german&sourceid=csdb
"DT 55, Digital Talk #55 [german]",Digital Talk,Commodore 64,Digital Talk,10 June 2002,10.06.2002,https://csdb.dk//release/?id=6323,"ftp://ftp.padua.org/pub/c64/Magazines/digital_talk/DigitalTalk55.zip, http://csdb.dk/getinternalfile.php/64269/dt55.zip",http://ftp.pokefinder.org/index.php?s=Digital%20Talk%2055%20german&sourceid=csdb
"DT 56, Digital Talk #56 [german]",Digital Talk,Commodore 64,Digital Talk,23 August 2002,23.08.2002,https://csdb.dk//release/?id=11370,http://csdb.dk/getinternalfile.php/872/DT #56.zip,http://ftp.pokefinder.org/index.php?s=Digital%20Talk%2056%20german&sourceid=csdb
"DT 57, Digital Talk #57 [german]",Digital Talk,Commodore 64,Digital Talk,30 October 2002,30.10.2002,https://csdb.dk//release/?id=7186,"ftp://ftp.padua.org/pub/c64/Magazines/digital_talk/DigitalTalk57.zip, http://csdb.dk/getinternalfile.php/816/DT #57.zip",http://ftp.pokefinder.org/index.php?s=Digital%20Talk%2057%20german&sourceid=csdb
"DT 58, Digital Talk #58 [german]",Digital Talk,Commodore 64,Digital Talk,21 December 2002,21.12.2002,https://csdb.dk//release/?id=11363,http://csdb.dk/getinternalfile.php/815/DT #58.zip,http://ftp.pokefinder.org/index.php?s=Digital%20Talk%2058%20german&sourceid=csdb
"DT 59, Digital Talk #59 [german]",Digital Talk,Commodore 64,Digital Talk,23 February 2003,23.02.2003,https://csdb.dk//release/?id=11362,http://csdb.dk/getinternalfile.php/813/DT #59.zip,http://ftp.pokefinder.org/index.php?s=Digital%20Talk%2059%20german&sourceid=csdb
"DT 60, Digital Talk #60 [german]",Digital Talk,Commodore 64,Digital Talk,27 April 2003,27.04.2003,https://csdb.dk//release/?id=11361,http://csdb.dk/getinternalfile.php/64270/dt_download_35_3eabb43d.zip,http://ftp.pokefinder.org/index.php?s=Digital%20Talk%2060%20german&sourceid=csdb
"DT 61, Digital Talk #61 [german]",Digital Talk,Commodore 64,Digital Talk,17 June 2003,17.06.2003,https://csdb.dk//release/?id=11360,http://csdb.dk/getinternalfile.php/807/DT #61.zip,http://ftp.pokefinder.org/index.php?s=Digital%20Talk%2061%20german&sourceid=csdb
"DT 62, Digital Talk #62 [german]",Digital Talk,Commodore 64,Digital Talk,22 August 2003,22.08.2003,https://csdb.dk//release/?id=11359,http://csdb.dk/getinternalfile.php/806/DT #62.zip,http://ftp.pokefinder.org/index.php?s=Digital%20Talk%2062%20german&sourceid=csdb
"DT 63, Digital Talk #63 [german]",Digital Talk,Commodore 64,Digital Talk,28 October 2003,28.10.2003,https://csdb.dk//release/?id=10860,"ftp://ftp.padua.org/pub/c64/Magazines/digital_talk/DigitalTalk63.zip, ftp://ftp.scs-trc.net/pub/c64/Magazines/Digital_Talk/DigitalTalk_63.zip, http://csdb.dk/getinternalfile.php/802/Dt #63.zip",http://ftp.pokefinder.org/index.php?s=Digital%20Talk%2063%20german&sourceid=csdb
"DT 64, Digital Talk #64 [german]",Digital Talk,Commodore 64,Digital Talk,30 January 2004,30.01.2004,https://csdb.dk//release/?id=11565,http://csdb.dk/getinternalfile.php/64271/dt_download_39_4012ca55.zip,http://ftp.pokefinder.org/index.php?s=Digital%20Talk%2064%20german&sourceid=csdb
"DT 65, Digital Talk 64+1, Digital Talk #65 [german]",Digital Talk,Commodore 64,Digital Talk,12 March 2004,12.03.2004,https://csdb.dk//release/?id=12120,http://csdb.dk/getinternalfile.php/1520/DT #65.zip,http://ftp.pokefinder.org/index.php?s=Digital%20Talk%2065%20german&sourceid=csdb
"DT 66, Digital Talk #66 [german]",Digital Talk,Commodore 64,Digital Talk,28 April 2004,28.04.2004,https://csdb.dk//release/?id=12974,http://csdb.dk/getinternalfile.php/2241/DT #66.zip,http://ftp.pokefinder.org/index.php?s=Digital%20Talk%2066%20german&sourceid=csdb
"DT 67, Digital Talk #67 [german]",Digital Talk,Commodore 64,Digital Talk,30 June 2004,30.06.2004,https://csdb.dk//release/?id=14376,http://csdb.dk/getinternalfile.php/64272/dt_download_42_40e2e20e.zip,http://ftp.pokefinder.org/index.php?s=Digital%20Talk%2067%20german&sourceid=csdb
"DT 68, Digital Talk #68 [german]",Digital Talk,Commodore 64,Digital Talk,23 August 2004,23.08.2004,https://csdb.dk//release/?id=14377,http://csdb.dk/getinternalfile.php/4876/DT #68.zip,http://ftp.pokefinder.org/index.php?s=Digital%20Talk%2068%20german&sourceid=csdb
"DT 69, Digital Talk #69 [german]",Digital Talk,Commodore 64,Digital Talk,13 November 2004,13.11.2004,https://csdb.dk//release/?id=15188,http://csdb.dk/getinternalfile.php/3569/DT #69 low.zip,http://ftp.pokefinder.org/index.php?s=Digital%20Talk%2069%20german&sourceid=csdb
"DT 70, Digital Talk #70 [german]",Digital Talk,Commodore 64,Digital Talk,1 January 2005,01.01.2005,https://csdb.dk//release/?id=16176,http://csdb.dk/getinternalfile.php/4875/DT #70 low.zip,http://ftp.pokefinder.org/index.php?s=Digital%20Talk%2070%20german&sourceid=csdb
"DT 71, Digital Talk #71 [german]",Digital Talk,Commodore 64,Digital Talk,11 March 2005,11.03.2005,https://csdb.dk//release/?id=17439,"http://csdb.dk/getinternalfile.php/5787/DT #71.zip, ftp://ftp.scs-trc.net/pub/c64/Magazines/Digital_Talk/DigitalTalk_71.zip",http://ftp.pokefinder.org/index.php?s=Digital%20Talk%2071%20german&sourceid=csdb
"DT 72, Digital Talk #72 [german]",Digital Talk,Commodore 64,Digital Talk,21 May 2005,21.05.2005,https://csdb.dk//release/?id=18119,http://csdb.dk/getinternalfile.php/6322/DT #72.zip,http://ftp.pokefinder.org/index.php?s=Digital%20Talk%2072%20german&sourceid=csdb
"DT 73, Digital Talk #73 [german]",Digital Talk,Commodore 64,Digital Talk,6 July 2005,06.07.2005,https://csdb.dk//release/?id=18515,http://csdb.dk/getinternalfile.php/6565/DT #73.zip,http://ftp.pokefinder.org/index.php?s=Digital%20Talk%2073%20german&sourceid=csdb
"DT 74, Digital Talk #74 [german]",Digital Talk,Commodore 64,Digital Talk,12 September 2005,12.09.2005,https://csdb.dk//release/?id=20533,"http://csdb.dk/getinternalfile.php/9086/DT #74.zip, http://csdb.dk/getinternalfile.php/68830/RX-8 breit.jpg",http://ftp.pokefinder.org/index.php?s=Digital%20Talk%2074%20german&sourceid=csdb
"DT 75, Digital Talk #75 [german]",Digital Talk,Commodore 64,Digital Talk,16 October 2005,16.10.2005,https://csdb.dk//release/?id=21751,http://csdb.dk/getinternalfile.php/9663/DT #75.zip,http://ftp.pokefinder.org/index.php?s=Digital%20Talk%2075%20german&sourceid=csdb
"DT 76, Digital Talk #76 [german]",Digital Talk,Commodore 64,Digital Talk,24 December 2005,24.12.2005,https://csdb.dk//release/?id=25916,"http://csdb.dk/getinternalfile.php/14105/DT #76.zip, ftp://ftp.scs-trc.net/pub/c64/Magazines/Digital_Talk/DigitalTalk_76.zip",http://ftp.pokefinder.org/index.php?s=Digital%20Talk%2076%20german&sourceid=csdb
"DT 77, Digital Talk #77 [german]",Digital Talk,Commodore 64,Digital Talk,20 February 2006,20.02.2006,https://csdb.dk//release/?id=28694,http://csdb.dk/getinternalfile.php/17407/dt77.zip,http://ftp.pokefinder.org/index.php?s=Digital%20Talk%2077%20german&sourceid=csdb
"DT 78, Digital Talk #78 [german]",Digital Talk,Commodore 64,Digital Talk,4 April 2006,04.04.2006,https://csdb.dk//release/?id=32964,http://csdb.dk/getinternalfile.php/21967/DT #78.zip,http://ftp.pokefinder.org/index.php?s=Digital%20Talk%2078%20german&sourceid=csdb
"DT 79, Digital Talk #79 [german]",Digital Talk,Commodore 64,Digital Talk,26 July 2006,26.07.2006,https://csdb.dk//release/?id=36767,http://csdb.dk/getinternalfile.php/26520/DT79.zip,http://ftp.pokefinder.org/index.php?s=Digital%20Talk%2079%20german&sourceid=csdb
"DT 80, Digital Talk #80 [german]",Digital Talk,Commodore 64,Digital Talk,28 May 2007,28.05.2007,https://csdb.dk//release/?id=49211,http://csdb.dk/getinternalfile.php/40555/DT #80.zip,http://ftp.pokefinder.org/index.php?s=Digital%20Talk%2080%20german&sourceid=csdb
"DT 81, Digital Talk #81 [german]",Digital Talk,Commodore 64,Digital Talk,27 August 2007,27.08.2007,https://csdb.dk//release/?id=66050,http://csdb.dk/getinternalfile.php/58772/DT #81.zip,http://ftp.pokefinder.org/index.php?s=Digital%20Talk%2081%20german&sourceid=csdb
"DT 82, Digital Talk #82 [german]",Digital Talk,Commodore 64,Digital Talk,15 May 2008,15.05.2008,https://csdb.dk//release/?id=66196,http://csdb.dk/getinternalfile.php/58924/DT #82.zip,http://ftp.pokefinder.org/index.php?s=Digital%20Talk%2082%20german&sourceid=csdb
"DT 83, Digital Talk #83 [german]",Digital Talk,Commodore 64,Digital Talk,1 August 2008,01.08.2008,https://csdb.dk//release/?id=69160,http://csdb.dk/getinternalfile.php/62772/DT #83.zip,http://ftp.pokefinder.org/index.php?s=Digital%20Talk%2083%20german&sourceid=csdb
"DT 84, Digital Talk #84 [german]",Digital Talk,Commodore 64,Digital Talk,8 November 2008,08.11.2008,https://csdb.dk//release/?id=72913,http://csdb.dk/getinternalfile.php/67885/DT #84.zip,http://ftp.pokefinder.org/index.php?s=Digital%20Talk%2084%20german&sourceid=csdb
"DT 85, Digital Talk #85 [german]",Digital Talk,Commodore 64,Digital Talk,23 December 2008,23.12.2008,https://csdb.dk//release/?id=74127,http://csdb.dk/getinternalfile.php/69370/DT #85.zip,http://ftp.pokefinder.org/index.php?s=Digital%20Talk%2085%20german&sourceid=csdb
"DT 86, Digital Talk #86 [german]",Digital Talk,Commodore 64,Digital Talk,1 May 2009,01.05.2009,https://csdb.dk//release/?id=78363,http://csdb.dk/getinternalfile.php/74244/DT86.zip,http://ftp.pokefinder.org/index.php?s=Digital%20Talk%2086%20german&sourceid=csdb
"DT 87, Digital Talk #87 [german]",Digital Talk,Commodore 64,Digital Talk,17 August 2009,17.08.2009,https://csdb.dk//release/?id=82014,http://csdb.dk/getinternalfile.php/78582/DT #87.zip,http://ftp.pokefinder.org/index.php?s=Digital%20Talk%2087%20german&sourceid=csdb
"DT 88, Digital Talk #88 [german]",Digital Talk,Commodore 64,Digital Talk,15 November 2009,15.11.2009,https://csdb.dk//release/?id=84504,http://csdb.dk/getinternalfile.php/81255/DT #88.zip,http://ftp.pokefinder.org/index.php?s=Digital%20Talk%2088%20german&sourceid=csdb
"DT 89, Digital Talk #89 [german]",Digital Talk,Commodore 64,Digital Talk,24 December 2009,24.12.2009,https://csdb.dk//release/?id=85726,http://csdb.dk/getinternalfile.php/82523/DT #89.zip,http://ftp.pokefinder.org/index.php?s=Digital%20Talk%2089%20german&sourceid=csdb
"DT 90, Digital Talk #90 [german]",Digital Talk,Commodore 64,Digital Talk,24 March 2010,24.03.2010,https://csdb.dk//release/?id=89920,"http://csdb.dk/getinternalfile.php/86946/DT #90.zip, http://csdb.dk/getinternalfile.php/87069/DT #90.zip",http://ftp.pokefinder.org/index.php?s=Digital%20Talk%2090%20german&sourceid=csdb
Dump #1,Dump,Commodore 64,Golden Trio,10 December 1996,10.12.1996,https://csdb.dk//release/?id=98373,http://csdb.dk/getinternalfile.php/95828/Dump 1 - Golden Trio.zip,http://ftp.pokefinder.org/index.php?s=Dump%201&sourceid=csdb
Dump #2,Dump,Commodore 64,Raiders of the Lost Empire,21 June 1997,21.06.1997,https://csdb.dk//release/?id=98374,http://csdb.dk/getinternalfile.php/95829/Dump 2 - ROLE.zip,http://ftp.pokefinder.org/index.php?s=Dump%202&sourceid=csdb
Dust Heap 2,Dust Heap,Commodore 64,Trash,30 July 1992,30.07.1992,https://csdb.dk//release/?id=182114,http://csdb.dk/getinternalfile.php/188868/Dust_Heap_2.d64,http://ftp.pokefinder.org/index.php?s=Dust%20Heap%202&sourceid=csdb
Dynamic News #01 [german],Dynamic News,Commodore 64,,,,https://csdb.dk//release/?id=189999,http://csdb.dk/getinternalfile.php/197618/Dynamic News #1 (19xx)(-).d64,http://ftp.pokefinder.org/index.php?s=Dynamic%20News%2001%20german&sourceid=csdb
Dynasty #2,Dynasty,Commodore 64,Creation,1991,01.01.1991,https://csdb.dk//release/?id=147328,,http://ftp.pokefinder.org/index.php?s=Dynasty%202&sourceid=csdb
Dynasty #3,Dynasty,Commodore 64,Akrak,15 August 1991,15.08.1991,https://csdb.dk//release/?id=132147,http://csdb.dk/getinternalfile.php/131424/AKRAK - Dynasty #03.d64,http://ftp.pokefinder.org/index.php?s=Dynasty%203&sourceid=csdb
Dynasty #7,Dynasty,Commodore 64,Fantasia,June 1992,01.06.1992,https://csdb.dk//release/?id=135804,http://csdb.dk/getinternalfile.php/135445/dynasty#7    - fts.d64,http://ftp.pokefinder.org/index.php?s=Dynasty%207&sourceid=csdb
Dynasty #8,Dynasty,Commodore 64,Fantasia,September 1992,01.09.1992,https://csdb.dk//release/?id=5264,"ftp://ftp.scs-trc.net/pub/c64/Magazines/Dynasty/Dynasty_08.zip, http://csdb.dk/getinternalfile.php/65036/Dynasty_08.zip",http://ftp.pokefinder.org/index.php?s=Dynasty%208&sourceid=csdb
Dynasty #9,Dynasty,Commodore 64,Smash Designs,December 1996,01.12.1996,https://csdb.dk//release/?id=5265,"ftp://ftp.scs-trc.net/pub/c64/Magazines/Dynasty/Dynasty_09.zip, http://csdb.dk/getinternalfile.php/65084/Dynasty_09.zip",http://ftp.pokefinder.org/index.php?s=Dynasty%209&sourceid=csdb
Eagle #01,Eagle,Commodore 64,Caniballs,28 December 1993,28.12.1993,https://csdb.dk//release/?id=76756,"http://csdb.dk/getinternalfile.php/72334/Eagle 1 - Caniballs.zip, http://csdb.dk/getinternalfile.php/135675/Eagle 001 with extras - Caniballs.zip",http://ftp.pokefinder.org/index.php?s=Eagle%2001&sourceid=csdb
Eagle #02,Eagle,Commodore 64,Caniballs,1994,01.01.1994,https://csdb.dk//release/?id=133992,http://csdb.dk/getinternalfile.php/133508/Eagle 2 - Caniballs.zip,http://ftp.pokefinder.org/index.php?s=Eagle%2002&sourceid=csdb
Earthshake #11,Earthshake,Commodore 64,"Bronx, Bronx",10 October 1992,10.10.1992,https://csdb.dk//release/?id=24491,"ftp://ftp.scs-trc.net/pub/c64/Magazines/Earthshake/Earthshake_11.zip, http://csdb.dk/getinternalfile.php/46181/Earthshake_11.zip",http://ftp.pokefinder.org/index.php?s=Earthshake%2011&sourceid=csdb
Earthshake #12,Earthshake,Commodore 64,Bronx,20 November 1992,20.11.1992,https://csdb.dk//release/?id=3982,"ftp://c64.rulez.org/pub/c64/Demos/b/Bronx/Earthshake_12.zip, ftp://ftp.scs-trc.net/pub/c64/Magazines/Earthshake/Earthshake_12.zip, http://csdb.dk/getinternalfile.php/64318/Earthshake_12.zip",http://ftp.pokefinder.org/index.php?s=Earthshake%2012&sourceid=csdb
Earthshake #13,Earthshake,Commodore 64,"Bronx, Bronx",29 December 1992,29.12.1992,https://csdb.dk//release/?id=24488,"ftp://ftp.scs-trc.net/pub/c64/Magazines/Earthshake/Earthshake_13.zip, http://csdb.dk/getinternalfile.php/46182/Earthshake_13.zip",http://ftp.pokefinder.org/index.php?s=Earthshake%2013&sourceid=csdb
